nomem_encr,gross income,net income,gross income med 2011-2020,gross income std 2011-2020,net income std 2011-2020,age,gender,got married,net income med 2011-2020,how many years first/next child (imp zero),how many years first/next child (imp neg),primary occupation (imp),gross income (imp),net income (imp),civil status (imp),level of education (imp),lives together with partner (imp),urban character (imp),dwelling type (imp),domestic situation (imp),how many years first/next child (imp),how many (more) children (imp),will have (more) children (imp),father birth year (imp),father death year (imp),mother birth year (imp),mother death year (imp),age when parents separated (imp),distance from parents (imp),live together with partner (imp),year relatioship start (imp),year cohabitation start (imp),married (imp),year married (imp),same partner from last year (imp),satisfied with being single (imp),relationship arguments - leisure (imp),relationship arguments - working (imp),childcare hours (imp),childcare expense (imp),children passed away (imp),number of children passed away (imp),household division - jobs (imp),ever contacted a politician(imp),income disparity opinion (imp),opinion - should marry for children (imp),opinion - single parent is acceptable (imp),opinion - divorce is acceptable (imp),number of days for leasure (imp),highest level of education (imp),religion gatherions attendance (imp),speak dutch with partner (imp),speak dutch with children (imp),car value (imp),property value (imp),enterpreneur (imp),pay parental contribution (imp),go to gynaecologist (imp),year last child (imp),num children (imp),how many years first/next child,how many (more) children,will have (more) children,live together with partner,married,same partner,satisfaction with being single,go to gynaecologist,origin (imp),occupation,gross income (imp),net income (imp),civil status,level of education,lives together with partner,urban character,dwelling type,domestic situation,partner has same sex,neuroticism,extraversion,agreableness,conscientiousness,openness,new_child
725359,11555.1537504309,6250,9814.87042217236,2378.592970384867,1163.584669707297,42,female,0,6000.0,3,3,Attends school or is studying,0.0,0,Married,wo (university),Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",2,1,no,1954,,1956,,2,,yes,1997,1999,yes,2009,yes,,practically never,occasionally,,1,no,,we do roughly the same amount of work,no,,fully disagree,fully agree,agree,less than 1 day a week,university,never,"yes, often/always","yes, often/always",-9,,no,yes,yes,2015,3,,,no,yes,yes,yes,,,Dutch background,Attends school or is studying,0.0,0,Married,wo (university),Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.4355980399710876,0.6329522927453743,0.1284083184508341,1.2995145439296223,0.1302114810913285,0
730437,10990.0,6750,9600.0,3280.563756695385,2051.0578662247644,40,female,1,6100.0,5,5,Paid employment,6750.0,4000,Married,wo (university),Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",0,2,no,1948,,1952,,,43964.0,yes,2012,2015,yes,2014,yes,7,occasionally,practically never,,1560,no,1,my partner does more than I,no,,fully disagree,disagree,agree,never,"HBO (higher professional education, US: college)",never,"yes, often/always","yes, often/always",10000,695000,no,not applicable,no,2017,1,,,no,yes,yes,yes,,no,Dutch background,Paid employment,6750.0,4000,Married,wo (university),Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.346512181990621,1.3518472031157296,-0.0604764419939163,1.0804436262954522,1.0290686786127596,0
714474,3837.72054410013,2725,3388.61987213931,692.4921812279168,439.9295776923681,31,female,0,2446.0,6,6,Job seeker following job loss,1344.77332031564,1025,Never been married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",3,1,I don't know,1963,,1965,,,117497.0,yes,2009,2010,no,,yes,,practically never,practically never,,,no,,I do a lot more than my partner,no,,disagree,disagree,neither agree nor disagree,never,"HBO (higher professional education, US: college)",once or a few times a year,"yes, often/always",not applicable,-8,9999999999,no,not applicable,no,,0,,,I don't know,yes,no,yes,,no,Dutch background,Job seeker following job loss,1344.77332031564,1025,Never been married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,1.2842270078229758,-1.4347887712904426,-0.8447341325024624,-0.1574792475587954,-1.8565716806824752,0
704721,4500.0,3700,4498.5064032335,974.7323397609504,436.5983801656964,29,female,1,3300.0,1,1,Paid employment,2000.0,1700,Married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",1,2,yes,1966,,1963,,,2951.0,yes,2010,2014,yes,2019,yes,8,practically never,occasionally,,,no,,my partner does more than I,no,,disagree,agree,agree,less than 1 day a week,"VMBO, LBO, MULO, ULO, MAVO (lower/intermediate secondary education, US: junior high school)",never,"yes, often/always",not applicable,15000,210000,no,not applicable,no,,0,1,2,yes,yes,yes,yes,,no,Dutch background,Paid employment,2000.0,1700,Married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,-1.4574316961964402,-0.0297374736955803,0.9183482077094636,0.7654359049517687,0.1060215906309637,0
707571,2481.0,1988,2250.0,642.8574694011905,479.6405431468038,31,female,1,1770.0,2,2,Paid employment,2481.0,1988,Married,"mbo (intermediate vocational education, US: junior college)",No,Moderately urban,Self-owned dwelling,Single,2,1,yes,1960,,1961,,,14700.0587753927,yes,2013,2017,yes,2019,yes,7,occasionally,occasionally,,,no,,my partner does a lot more than I,no,differences in income should decrease,disagree,neither agree nor disagree,agree,never,"MBO (intermediate professional education, US: junior college)",once or a few times a year,"yes, often/always",not applicable,3500,220000,no,not applicable,no,,0,2,1,yes,yes,yes,yes,,no,Dutch background,Paid employment,2481.0,1988,Married,"mbo (intermediate vocational education, US: junior college)",No,Moderately urban,Self-owned dwelling,Single,False,1.37622329308269,-2.1844706557886755,-0.889364410475882,0.3924128105968729,-1.2906345159750368,1
725695,3299.87581221218,2550,2766.99204008017,626.5056895194505,484.114694676253,45,female,0,2140.0,,,Paid employment,621.875812212184,500,Married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1947,,1949,,,95155.0,yes,1996,1997,yes,1999,yes,,practically never,practically never,5,45,no,,my partner does more than I,no,differences in income should decrease,neither agree nor disagree,disagree,neither agree nor disagree,never,"VMBO, LBO, MULO, ULO, MAVO (lower/intermediate secondary education, US: junior high school)",never,"yes, often/always","yes, often/always",2000,225000,no,yes,yes,2004,2,,,,yes,yes,yes,,yes,Dutch background,Paid employment,621.875812212184,500,Married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-1.483798104611048,-0.790194402635935,1.866665635923761,0.0672069421411542,-0.5271837232724225,0
707565,4796.44809967718,3800,3500.0,556.5720774520562,499.2026268366879,44,female,0,2826.0,0,0,Paid employment,1845.0,1450,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",0,1,no,1947,,1948,,,14511.0,yes,1998,1999,yes,2001,yes,,practically never,occasionally,24,578,no,,I do a lot more than my partner,no,differences in income should decrease,fully disagree,neither agree nor disagree,neither agree nor disagree,never,not (yet) completed any educational program,never,"yes, often/always","yes, often/always",8000,209000,no,yes,no,2008,2,,,no,yes,yes,yes,,no,Dutch background,Paid employment,1845.0,1450,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.4135105665426498,-2.582175802396061,-0.2236967561327869,0.9814708783982832,-0.6353106738828498,0
711008,2100.0,1750,2100.0,471.08600554867104,293.0598282390418,32,female,0,1750.0,0,0,Paid employment,2100.0,1750,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",No,Moderately urban,Self-owned dwelling,Single,0,2,yes,1962,,1962,,,0.0,yes,2017,2017,no,,yes,7,practically never,occasionally,,,no,,I do more than my partner,no,,disagree,agree,agree,3 days per week,university,never,"yes, often/always",not applicable,-8,,no,"no, I don't think it is necessary",no,,0,0,2,yes,yes,no,yes,,no,Dutch background,Paid employment,2100.0,1750,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",No,Moderately urban,Self-owned dwelling,Single,False,0.2792779475070843,-0.5605672077484228,-1.6226826597035875,-0.6638199609291401,-0.9582575467369172,1
714722,5982.47711902668,4000,3446.11391341185,1679.3495499015633,997.5932576417644,45,female,0,2250.0,,,Takes care of the housekeeping,0.0,0,Married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1947,,1953,,,113370.0,yes,1993,1993,yes,1996,yes,,occasionally,practically never,,,no,,we do roughly the same amount of work,no,differences in income should decrease,fully disagree,fully agree,agree,never,,once or a few times a year,"yes, sometimes","yes, sometimes",-9,9999999999,no,not applicable,no,2003,2,,,,yes,yes,yes,,no,"First generation foreign, Western background",Takes care of the housekeeping,0.0,0,Married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.7615595974430486,0.8666465217034068,0.4796083670378124,-0.6840923976030469,-0.6006393234236351,0
717147,11162.2957456827,7050,5200.0,2268.1262436115226,1298.9421410951522,30,female,1,4030.0,2,2,Paid employment,4745.29574568268,3000,Married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",2,2,yes,1953,,1955,,,0.0,yes,2007,2008,yes,2014,yes,,often,occasionally,10,285,no,,my partner does a lot more than I,no,,fully disagree,disagree,fully agree,less than 1 day a week,university,once a week,"yes, often/always","yes, often/always",2000,,no,not applicable,no,2018,2,2,2,yes,yes,yes,yes,,no,Dutch background,Paid employment,4745.29574568268,3000,Married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.4389843720918782,-0.4601142757227762,0.1710005065720008,-0.686473115107891,1.8119557045791137,1
710521,752.459063354557,600,752.459063354557,203.12713777711423,141.02760177055026,37,male,1,600.0,0,0,"Autonomous professional, freelancer, or self-employed",752.459063354557,600,Married,"hbo (higher vocational education, US: college)",No,Very urban,Rental dwelling,Single,0,2,yes,1949,,1950,,,8637.0,yes,2015,2016,yes,2017,yes,5,practically never,practically never,,,no,,I do more than my partner,no,differences in income should decrease,fully disagree,disagree,disagree,never,"VMBO, LBO, MULO, ULO, MAVO (lower/intermediate secondary education, US: junior high school)",once or a few times a year,"yes, sometimes","yes, often/always",2000,,no,not applicable,no,,0,0,2,yes,yes,yes,yes,,,Dutch background,"Autonomous professional, freelancer, or self-employed",752.459063354557,600,Married,"hbo (higher vocational education, US: college)",No,Very urban,Rental dwelling,Single,False,1.2057988071503951,-0.6555716757374938,-0.4316361122788221,-0.2798134351547395,-1.2110769080421415,1
730069,3740.56814232491,2500,3979.12656056995,742.9779833102375,496.9093339821128,37,male,1,2750.0,4,4,Paid employment,3446.11391341185,2250,Married,"hbo (higher vocational education, US: college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",2,1,no,1950,,1960,,17,,yes,2007,2007,yes,2015,yes,,practically never,practically never,,187,no,,my partner does more than I,no,,fully disagree,disagree,agree,never,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always","yes, often/always",1500,225000,no,yes,no,2016,2,,,no,yes,yes,yes,,no,Dutch background,Paid employment,3446.11391341185,2250,Married,"hbo (higher vocational education, US: college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.3707490202460701,-1.4278492983196407,-1.6102465738511789,-0.5595073850034651,-1.908297097494481,0
701596,3393.85611182804,2400,3393.85611182804,390.4621878182026,150.9986695483899,42,female,0,2400.0,0,-2,Paid employment,900.908888043558,700,Married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",1,1,no,1944,,1951,,,,yes,1995,1996,yes,1995,yes,,often,occasionally,,,no,,we do roughly the same amount of work,no,,disagree,disagree,neither agree nor disagree,never,"VMBO, LBO, MULO, ULO, MAVO (lower/intermediate secondary education, US: junior high school)",once a week,"yes, sometimes","yes, sometimes",,,no,yes,no,,0,,,no,yes,yes,yes,,no,"First generation foreign, non-western background",Paid employment,900.908888043558,700,Married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.5453837438282539,-0.3000907865569958,-1.5672346012904932,-1.208251641743777,-0.9619694427054868,0
711152,4400.0,2600,4800.0,1506.9880599640464,723.9174001375475,36,male,1,3200.0,4,4,Paid employment,4400.0,2600,Divorced,"hbo (higher vocational education, US: college)",No,Extremely urban,Rental dwelling,Single,5,1,I don't know,1956,,1960,,,8816.0,yes,2009,2013,yes,2018,yes,0 entirely dissatisfied,occasionally,occasionally,,,no,,we do roughly the same amount of work,no,,fully disagree,neither agree nor disagree,neither agree nor disagree,less than 1 day a week,"MBO (intermediate professional education, US: junior college)",never,not applicable,not applicable,,,no,not applicable,no,,0,,,I don't know,,,,0 entirely dissatisfied,no,Dutch background,Paid employment,4400.0,2600,Divorced,"hbo (higher vocational education, US: college)",No,Extremely urban,Rental dwelling,Single,False,0.6701705057656141,0.213897535563735,0.2258597488787001,-1.3173138655232175,1.001433691435472,0
721243,6825.52989919043,4441,4676.0,756.2965398823601,548.6509230574322,36,male,1,3312.0,10,10,Paid employment,4630.27653037841,2898,Married,"hbo (higher vocational education, US: college)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",0,1,no,1955,,1958,,,13845.0,yes,2007,2012,yes,2014,yes,,practically never,practically never,13,480,no,,I do more than my partner,no,,fully disagree,neither agree nor disagree,agree,less than 1 day a week,,never,"yes, often/always","yes, often/always",16000,230000,no,yes,no,2017,2,,,no,yes,yes,yes,,no,Dutch background,Paid employment,4630.27653037841,2898,Married,"hbo (higher vocational education, US: college)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-1.0575151527051057,-0.1892528741383952,0.5618613978848285,0.9486515702721928,0.5659643424458772,0
717784,4700.0,3400,6124.0,902.0792605052028,408.1733767451637,38,female,0,4465.0,1,1,Paid employment,4700.0,3400,Divorced,wo (university),No,Moderately urban,Self-owned dwelling,"Single, with child(ren)",1,1,no,1955,,1959,2011,,1100.0,yes,2003,2003,yes,2009,yes,8,occasionally,occasionally,,1160,no,,my partner does more than I,no,,fully disagree,neither agree nor disagree,agree,less than 1 day a week,university,never,not applicable,"yes, often/always",1500,145000,no,yes,no,2016,3,,,no,,,,8,no,Dutch background,Paid employment,4700.0,3400,Divorced,wo (university),No,Moderately urban,Self-owned dwelling,"Single, with child(ren)",False,0.1640944514344411,0.1833464686682586,0.2606117899593665,-0.7027782517008806,1.4314653087897462,0
723147,10268.0,6490,8800.0,1183.0047556786965,580.9688232052847,40,female,0,5827.0,4,4,Paid employment,4512.0,3150,Married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",1,1,I don't know,1947,,1951,,7,,yes,1998,2003,yes,2009,yes,,practically never,occasionally,,1168,no,,my partner does more than I,no,,fully disagree,neither agree nor disagree,agree,never,,never,"yes, often/always","yes, often/always",17500,,no,yes,no,2019,2,,,I don't know,yes,yes,yes,,no,Dutch background,Paid employment,4512.0,3150,Married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.1307019370038042,-0.3825310270654257,-0.956886141762938,0.5372743466201826,-0.2007864577000849,0
704694,3030.0,2325,2095.0,1135.410673776361,856.0794363857393,31,male,0,1644.0,15,15,Paid employment,3030.0,2325,Never been married,wo (university),No,Extremely urban,Rental dwelling,Single,10,2,I don't know,1954,,1956,,,77686.0,yes,2012,2015,no,,yes,7,practically never,practically never,,,no,,we do roughly the same amount of work,no,,fully disagree,disagree,fully agree,less than 1 day a week,university,never,not applicable,not applicable,,,no,not applicable,no,,0,,,I don't know,,,,7,no,Dutch background,Paid employment,3030.0,2325,Never been married,wo (university),No,Extremely urban,Rental dwelling,Single,False,-1.627755998799026,0.0389618001861124,-0.1484023542426776,-0.8643269373641611,-1.3255122986859154,0
